INVERSIONES 2019 AYUNTAMIENTO DE MADRID Y ORGANISMOS AUTÓNOMOS. (VERSIÓN 40);;;;;;;;;;;
;;;;;;;;;;;
Programa de financiación;Título;Ce.gestor;Funcional;Económico;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2019/009210;CANASTAS DE MINIBASKET EN EL BARRIO DE PROSPERIDAD. INSTALACIÓN (ID: 10989);001205;34201;60999;6.600,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;205;CHAMARTIN
2019/000315;CENTRO DE SERVICIOS SOCIALES TETUÁN. SISTEMA ALARMA ANTI-AGRESIÓN;001206;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;206;TETUAN
2019/000211;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE TETUAN;001206;93302;63200;68.280,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;206;TETUAN
2019/009215;TOLDO CORREDERO EN LAS PÉRGOLAS DEL PARQUE ENRIQUE HERREROS. INSTALACIÓN (ID: 11986);001207;17102;60999;15.000,00;09;MEDIO AMBIENTE;00;PARQUES;207;CHAMBERI
2019/000316;CENTRO DE SERVICIOS SOCIALES CHAMBERÍ. SISTEMA ALARMA ANTI-AGRESIÓN;001207;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;207;CHAMBERI
2019/009214;EQUIPAMIENTO MUSICAL PARA ORQUESTAS ESCOLARES DEL DISTRITO DE CHAMBERÍ (ID: 11799);001207;32601;62999;60.000,00;05;EDUCACIÓN;00;COLEGIOS;207;CHAMBERI
2019/000317;CENTROS DE SERVICIOS SOCIALES DE FUENCARRAL. SISTEMAS ALARMA ANTI-AGRESIÓN;001208;23106;62301;16.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;208;FUENCARRAL-EL PARDO
2019/000232;OBRAS DE CONSERVACION CENTROS DOCENTES ENSEÑANZA DISTRITO FUENCARRAL-EL PARDO;001208;32301;63200;50.000,00;05;EDUCACIÓN;00;COLEGIOS;208;FUENCARRAL-EL PARDO
2018/008010;DEPORTIVO BÁSICO EN EL PAU DE ARROYO FRESNO. CONSTRUCCIÓN (ID: 293);001208;34201;62200;250.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2017/001286;DEPORTIVO BÁSICO MINGORRUBIO. ACONDICIONAMIENTO DE PISTAS;001208;34201;63200;345.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2019/000233;OBRAS DE CONSERVACION INSTALACIONES DEPORTIVAS DISTRITO FUENCARRAL-EL PARDO;001208;34201;63200;50.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2019/000263;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO FUENCARRAL-EL PARDO;001208;92001;62500;15.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;208;FUENCARRAL-EL PARDO
2019/000234;OBRAS DE CONSERVACION EDIFICIOS DISTRITO FUENCARRAL-EL PARDO;001208;93302;63200;50.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;208;FUENCARRAL-EL PARDO
2019/000318;CENTROS SERVICIOS SOCIALES MONCLOA-ARAVACA. SISTEMAS ALARMA ANTI-AGRESIÓN;001209;23106;62301;16.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;209;MONCLOA-ARAVACA
2019/009226;ARTE URBANO EN EL MURO DE LA CALLE MOZART HOMENAJE A FRANCISCO DE GOYA (ID: 9349);001209;33401;60900;20.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;209;MONCLOA-ARAVACA
2019/009223;ROCÓDROMO EN EL PARQUE DE LA BOMBILLA. CONSTRUCCIÓN (ID: 8717);001209;34201;60999;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;209;MONCLOA-ARAVACA
2019/000050;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA ARAVACA;001209;92001;62302;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2019/000050;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA ARAVACA;001209;92001;62500;18.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2019/000050;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA ARAVACA;001209;92001;63302;400;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2019/000050;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA ARAVACA;001209;92001;63500;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2019/000050;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA ARAVACA;001209;92001;63599;1.500,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2019/000319;CENTRO DE SERVICIOS SOCIALES LATINA. SISTEMA ALARMA ANTI-AGRESIÓN;001210;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;210;LATINA
2019/000275;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE LATINA;001210;32301;63200;30.000,00;05;EDUCACIÓN;00;COLEGIOS;210;LATINA
2019/000282;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE LATINA;001210;34201;63200;370.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2019/000283;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE LATINA;001210;93302;63200;200.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;210;LATINA
2019/000320;CENTROS DE SERVICIOS SOCIALES DISTRITO CARABANCHEL. SISTEMAS ALARMA ANTI-AGRESIÓN;001211;23106;62301;24.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;211;CARABANCHEL
2018/008295;ACONDICIONAMIENTO PATIOS COLEGIOS PÚBLICOS DISTRITO CARABANCHEL (ID: 3153);001211;32301;63200;795.000,00;05;EDUCACIÓN;00;COLEGIOS;211;CARABANCHEL
2019/000289;PLACAS CONMEMORATIVAS DISTRITO CARABANCHEL;001211;33401;60999;10.000,00;10;CULTURA;06;ESTATUAS Y MONUMENTOS;211;CARABANCHEL
2019/000032;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CARABANCHEL;001211;92001;63500;15.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;211;CARABANCHEL
2019/000033;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE CARABANCHEL;001211;93302;63200;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;211;CARABANCHEL
2019/000104;CENTROS SERVICIOS SOCIALES DISTRITO USERA. SEÑALIZACION;001212;23106;62901;1.200,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;212;USERA
2019/000108;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE USERA;001212;32301;63200;100.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2019/000125;OBRAS DE CONSERVACIÓN EN OTROS CENTROS EDUCATIVOS DISTRITO USERA;001212;32601;63200;20.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2019/000155;DEPORTIVOS BÁSICOS DISTRITO USERA. OBRAS DE REFORMA;001212;34201;61999;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2019/000159;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE USERA;001212;34201;63200;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2019/009232;CENTROS CULTURALES Y SEDE DISTRITO DE USERA. PANELES INFORMATIVOS (ID: 10863);001212;93302;62599;20.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;212;USERA
2019/000106;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE USERA;001212;93302;63200;42.200,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;212;USERA
2019/000323;CENTROS SERVICIOS SOCIALES DISTRITO PUENTE DE VALLECAS. SISTEMAS ALARMA ANTI-AGRESIÓN;001213;23106;62301;32.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2019/000068;SERVICIOS DE SALUBRIDAD DISTRITO PUENTE DE VALLECAS. ÚTILES Y HERRAMIENTAS;001213;31101;62302;500;04;SALUD PÚBLICA;02;HIGIENE;213;PUENTE DE VALLECAS
2019/000046;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE MORATALAZ;001214;32301;63200;58.093,00;05;EDUCACIÓN;00;COLEGIOS;214;MORATALAZ
2019/000324;CENTRO SERVICIOS SOCIALES CIUDAD LINEAL. SISTEMA ALARMA ANTI-AGRESIÓN;001215;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;215;CIUDAD LINEAL
2019/000138;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CIUDAD LINEAL;001215;32301;63200;100.000,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2019/009236;ZONA DEPORTIVA ENTRE C/GANDHI Y LARGO CABALLERO. CONSTRUCCIÓN (ID: 10088);001215;34201;60999;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;215;CIUDAD LINEAL
2019/000210;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CIUDAD LINEAL;001215;92001;62500;8.150,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2019/000210;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CIUDAD LINEAL;001215;92001;62599;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2019/000325;CENTRO SERVICIOS SOCIALES HORTALEZA. SISTEMA ALARMA ANTI-INTRUSIÓN;001216;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;216;HORTALEZA
2019/000250;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE HORTALEZA;001216;34201;63200;243.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2019/000251;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE HORTALEZA;001216;93302;63200;243.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;216;HORTALEZA
2018/008139;ACERAS EN EL DISTRITO DE VILLAVERDE. AMPLIACIÓN (ID: 2516);001217;15322;61910;52.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2019/000326;CENTROS SERVICIOS SOCIALES VILLAVERDE. SISTEMAS ALARMA ANTI-AGRESIÓN;001217;23106;62301;16.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;217;VILLAVERDE
2018/008029;DEPORTIVO BÁSICO ÁMBITO APE 17.02 PARQUE CENTRAL DE INGENIEROS. CONSTRUCCIÓN (ID: 1040);001217;34201;60999;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2019/000327;CENTRO SERVICIOS SOCIALES VILLA DE VALLECAS. SISTEMA ALARMA ANTI-INTRUSIÓN;001218;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;218;VILLA DE VALLECAS
2019/000258;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO VILLA DE VALLECAS;001218;32301;63200;90.000,00;05;EDUCACIÓN;00;COLEGIOS;218;VILLA DE VALLECAS
2019/009241;NUEVOS DEPORTIVOS BÁSICOS EN EL ENSANCHE DE VALLECAS. CONSTUCCIÓN (ID: 8669);001218;34201;60999;346.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;218;VILLA DE VALLECAS
2019/000257;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE VILLA DE VALLECAS;001218;34201;63200;92.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2019/000255;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE VILLA DE VALLECAS;001218;93302;63200;90.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;218;VILLA DE VALLECAS
2019/000328;CENTRO SERVICIOS SOCIALES VICÁLVARO. SISTEMA ALARMA ANTI-INTRUSIÓN;001219;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;219;VICALVARO
2019/000007;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VICÁLVARO;001219;32301;63200;30.000,00;05;EDUCACIÓN;00;COLEGIOS;219;VICALVARO
2019/000036;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE VICÁLVARO;001219;34201;63200;50.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
2019/000008;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE VICÁLVARO;001219;92001;62500;3.400,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;219;VICALVARO
2019/000010;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE VICÁLVARO;001219;93302;63200;30.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;219;VICALVARO
2019/000329;CENTROS SERVICIOS SOCIALES DISTRITO SAN BLAS-CANILLEJAS. SISTEMAS ALARMA ANTI-AGRESIÓN;001220;23106;62301;16.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2019/000284;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO SAN BLAS-CANILLEJAS;001220;32301;63200;30.000,00;05;EDUCACIÓN;00;COLEGIOS;220;SAN BLAS - CANILLEJAS
2019/000285;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;63200;9.192,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2019/000270;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62302;2.500,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2019/000270;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62500;6.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2019/000270;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62599;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2019/000270;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62601;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2019/000270;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;63599;1.500,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2019/000286;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE SAN BLAS-CANILLEJAS;001220;93302;63200;9.635,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;220;SAN BLAS - CANILLEJAS
2019/000330;CENTRO SERVICIOS SOCIALES BARAJAS. SISTEMA ANTI-AGRESIÓN;001221;23106;62301;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;221;BARAJAS
2019/000309;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO BARAJAS;001221;92001;62500;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;221;BARAJAS
2019/000039;EQUIPAMIENTO INFORMÁTICA AYUNTAMIENTO DE MADRID;501016;49101;62300;7.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000039;EQUIPAMIENTO INFORMÁTICA AYUNTAMIENTO DE MADRID;501016;49101;62500;20.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501016;49101;62600;485.535,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2018/000635;INFRAESTRUCTURA PARA REDES INTERNAS DE COMUNICACIONES;501016;49101;62600;215.985,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;02;COMUNICACIONES;999;NO DISTRITALIZABLE
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501016;49101;62601;1.092.597,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2018/000061;DOTACIÓN DE PUESTOS DE TRABAJO Y OTROS ELEMENTOS;501016;49101;62601;820.001,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000041;ACTUALIZACIÓN DE INFRAESTRUCTURAS;501016;49101;62601;486.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2015/000069;ADQUISICIÓN Y DESARROLLO DE APLICACIONES;501016;49101;64100;267.635,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501016;49101;64100;3.480.666,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000041;ACTUALIZACIÓN DE INFRAESTRUCTURAS;501016;49101;64100;810.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000042;ADQUISICIÓN Y DESARROLLO DE APLICACIONES;501016;49101;64100;719.905,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000298;EQUIPAMIENTO BÁSICO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO;503027;24100;62500;61.398,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000298;EQUIPAMIENTO BÁSICO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO;503027;24100;62599;10.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000293;DIGITALIZACIÓN DE LAS AULAS DE FORMACIÓN DE LA AGENCIA PARA EL EMPLEO DE MADRID;503027;24100;62601;100.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000292;REFORMA DE CENTROS DE FORMACIÓN OCUPACIONAL DE LA AGENCIA PARA EL EMPLEO;503027;24100;63200;30.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000299;OBRAS DE REFORMA DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO;503027;24100;63200;100.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;62300;15.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;62301;2.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;62302;20.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;62500;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;62599;20.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;63302;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000290;ADQUISICIÓN DE DIVERSO INMOVILIZADO PARA LA AGENCIA PARA EL EMPLEO;503027;24103;63601;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2019/000076;EDIFICIO C/ SACRAMENTO, 5. INSTALACIÓN DE MAMPARA CRISTAL Y PUERTA DE ACCESO;506057;93200;62301;14.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2019/000079;OFICINA CALL CENTER, C/ SACRAMENTO, 3. ADQUISICIÓN DE MOBILIARIO;506057;93200;62500;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;201;CENTRO
2019/000148;ADQUISICIÓN EQUIPOS DE COMUNICACIÓN PARA EQUIPOS EMERGENCIA AGENCIA TRIBUTARIA;506057;93200;62600;1.500,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2019/000081;ADQUISICIÓN CARTELERÍA DE SEÑALIZACIÓN ACCESIBILIDAD EN VARIOS EDIFICIOS DE LA ATM;506057;93200;62901;15.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;998;VARIOS DISTRITOS
2019/000107;EDIFICIOS C/ SACRAMENTO 1 Y 5. REFORMA ELEMENTOS DOTACIONALES PARA ACCESIBILIDAD;506057;93200;63200;70.200,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;201;CENTRO
2019/000078;EDIFICIO C/ SACRAMENTO, 1. REPOSICIÓN DE SILLAS;506057;93200;63500;18.100,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2019/000140;MAQUINARIA PARA LOS DIFERENTES CENTROS DE MADRID SALUD;508067;31100;62300;229.419,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2019/000141;INSTALACIONES TECNICAS PARA LOS DIFERENTES CENTROS DE MADRID SALUD;508067;31100;62301;35.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2019/000143;EQUIPAMIENTO PARA LOS DIFERENTES CENTROS DE MADRID SALUD;508067;31100;62500;5.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2019/000143;EQUIPAMIENTO PARA LOS DIFERENTES CENTROS DE MADRID SALUD;508067;31100;62599;17.700,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
