Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005799;2018/005799;IFS - COLEGIO PÈBLICO JUAN ZARAGöETA. REMODELACI‡N DE ESPACIOS Y ACTUACIONES EN SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;75000,00;75000,00;529,58;0,00;74470,42;74470,42;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005800;2018/005800;IFS - COLEGIO PÈBLICO LUIS CERNUDA. OBRAS DE ACONDICIONAMIENTO EN PATIO Y PLANTA BAJA;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;200000,00;200000,00;16,86;0,00;199983,14;199983,14;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005801;2018/005801;IFS - COLEGIO PÈBLICO MêNDEZ NÈ•EZ. ADECUACI‡N PATIO, CALDERA Y OTRAS;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;150000,00;150000,00;1,13;0,00;149998,87;149998,87;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005802;2018/005802;IFS - COLEGIO PÈBLICO PABLO PICASSO. ADECUACI‡N ZONA AULAS INFANTIL Y ACTUACIONES EN SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;150000,00;150000,00;79,79;0,00;149920,21;149920,21;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005803;2018/005803;IFS - COLEGIO PÈBLICO PINAR DEL REY ACONDICIONAMIENTO ASEOS INFANTIL, ACCESO BOMBEROS Y CERRAJER÷A;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;68000,00;68000,00;52,05;0,00;67947,95;67947,95;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005804;2018/005804;IFS - CENTRO EDUCACI‡N ESPECIAL PRINCESA SOFIA. ADECUACI‡N BA•OS, CERRAJER÷A Y MEJORAS EN SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;02;CENTROS DE EDUCACI‡N ESPECIAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005805;2018/005805;IFS - COLEGIO PÈBLICO RAM‡N PêREZ DE AYALA. ADECUACI‡N VALLADO, HALL DE ACCESO Y VENTILACI‡N;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;69540,00;69540,00;69540,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005806;2018/005806;IFS - COLEGIO PÈBLICO SAN MIGUEL. ACONDICIONAMIENTO PATIO, ILUMINACI‡N, CERRAJER÷A Y OTRAS;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;75000,00;75000,00;36,30;0,00;74963,70;74963,70;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005807;2018/005807;IFS - COLEGIO PÈBLICO VIRGEN DEL CORTIJO. ADECUACI‡N RAMPA Y ACTUACIONES EN SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005808;2018/005808;IFS - ESCUELA INFANTIL ANA DE AUSTRIA. ADECUACI‡N ACCESOS, CERRAJER÷A Y ACTUACIONES DE SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;92,71;0,00;39907,29;39907,29;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005809;2018/005809;IFS - ESCUELA INFANTIL DO•A FRANCISQUITA. ACONDICIONAMIENTO PATIO, CALEFACCI‡N Y  SEGURIDAD;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;1,13;0,00;39998,87;39998,87;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005810;2018/005810;IFS - ESCUELA INFANTIL LA GRAN V÷A. ACONDICIONAMIENTO PATIO, ACTUACIONES EN SEGURIDAD Y OTRAS;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;35,10;0,00;39964,90;39964,90;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005811;2018/005811;IFS - CENTRO CULTURAL CARRIL DEL CONDE.ACONDICIONAMIENTO CUBIERTA Y OTRAS DE ALBA•ILER÷A;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;330000,00;330000,00;330000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005812;2018/005812;IFS - CENTRO CULTURAL SANCHINARRO. ADAPTACI‡N DE ESPACIO PARA ACTIVIDADES PARTICIPATIVAS;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005813;2018/005813;IFS - ESCUELA DE MÈSICA FEDERICO CHUECA. ACONDICIONAMIENTO ASEOS, MEJORA ACCESIBILIDAD Y OTRAS;216;HORTALEZA;05;EDUCACI‡N;03;ESCUELAS DE MÈSICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;140000,00;140000,00;140000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005814;2018/005814;IFS - CENTRO DE MAYORES EL HENAR. ACONDICIONAMIENTO, MEJORA ACCESIBILIDAD Y OTRAS;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;65000,00;65000,00;65000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005815;2018/005815;IFS - CENTRO DE MAYORES SAN BENITO. MEJORA ACCESIBILIDAD, EFICIENCIA ENERGêTICA Y OTRAS;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005816;2018/005816;IFS - AUDITORIO PILAR GARC÷A PE•A, PARQUE PINAR DEL REY. MEJORA ACCESIBILIDAD;216;HORTALEZA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005817;2018/005817;IFS - SALA DE ESTUDIOS C/ MOTILLA DEL PALANCAR. MEJORAS ACCESIBILIDAD Y EFICIENCIA ENERGêTICA;216;HORTALEZA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRµFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005818;2018/005818;IFS - EDIFICIO SEDE DISTRITO HORTALEZA. ACCESIBILIDAD, SEGURIDAD, ACONDICIONAMIENTO OFFICE Y OTRAS;216;HORTALEZA;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;130000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005819;2018/005819;IFS - CENTRO DE MAYORES EL CARMEN. ACCESIBILIDAD, MEJORA INSTALACIONES Y OTRAS;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005820;2018/005820;IFS - CENTRO SERVICIOS SOCIALES ARENAL. ADECUACI‡N PATIO EXTERIOR Y OTRAS;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005821;2018/005821;IFS - CENTRO INTEGRADO SANTIAGO APOSTOL. MEJORAS EFICIENCIA ENERGêTICA, CUBIERTA Y ESCENARIO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;176000,00;176000,00;176000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005822;2018/005822;IFS - EDIFICIO SEDE DISTRITO HORTALEZA. CLIMATIZACI‡N, EFICIENCIA ENERGêTICA Y REPARACI‡N HUMEDADES;216;HORTALEZA;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;280000,00;280000,00;280000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005823;2018/005823;IFS - CENTRO CULTURALES DISTRITO DE HORTALEZA. OBRAS MEJORA ACCESIBILIDAD;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005824;2018/005824;IFS - CENTRO DE MAYORES BUCARAMANGA. ADECUACI‡N CUBIERTA Y EFICIENCIA ENERGêTICA;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005825;2018/005825;IFS - CENTRO DEPORTIVO HORTALEZA. ADAPTACI‡N INSTALACI‡N ELêCTRICA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;119000,00;119000,00;3648,55;0,00;115351,45;115351,45;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/005826;2018/005826;IFS - CENTRO DEPORTIVO LUIS ARAGONES. ADAPTACI‡N INSTALACI‡N ELêCTRICA Y OTRAS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;21,61;0,00;29978,39;29978,39;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/006556;2018/006556;IFS - CENTRO MAYORES HUERTA DE LA SALUD. ADECUACI‡N FACHADA Y CAFETER÷A;216;HORTALEZA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/006557;2018/006557;IFS - DEPORTIVO BµSICO LUIS BUITRAGO. MEJORA ACOMETIDA ELêCTRICA E ILUMINACI‡N;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93303;63200;2018/008025;2018/008025;IFS - CENTRO CULTURAL CARRIL DEL CONDE. ESPACIO PARA TALLER/ALMACENAJE CABALGATA PARTICIPATIVA (ID: 3341);216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;24000,00;24000,00;24000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;15322;61910;2018/008149;2018/008149;IFS - PASOS DE PEATONES ELEVADOS EN C/ BERROCAL. ADAPTACI‡N VIALES (ID: 2194);217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;17102;61921;2018/006718;2018/006718;IFS - ZONAS VERDES INTERBLOQUES DE LA COLONIA ARECHAVALETA. ACONDICIONAMIENTO;217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;79500,00;79500,00;79500,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;17102;61921;2018/008093;2018/008093;IFS - PARQUE CANINO EN BUTARQUE. ACONDICIONAMIENTO (ID: 2196);217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;25000,00;25000,00;25000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;23103;63999;2018/006080;2018/006080;IFS - EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES VILLAVERDE;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;23000,00;23000,00;23000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;32301;63200;2018/001134;2018/001134;COLEGIO PÈBLICO JUAN DE LA CIERVA. REFORMA ZONA DEPORTIVA EXTERIOR Y PATIO;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;150000,00;150000,00;4665,02;0,00;145334,98;145334,98;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;32301;63200;2018/001135;2018/001135;COLEGIO PÈBLICO NAVAS DE TOLOSA. OBRAS DE ACONDICIONAMIENTO PATIO;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;55000,00;55000,00;1225,03;0,00;53774,97;53774,97;0,00;0,00;0,00
;;001;217;33401;61999;2017/000666;2017/000666;AUDITORIO PLATA Y CASTA•AR. OBRAS DE REHABILITACI‡N;217;VILLAVERDE;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;71236,00;0,00;71236,00;0,36;0,00;71235,64;71235,64;71235,64;0,00;71235,64
;;001;217;33401;62599;2017/000002;2017/000002;EQUIPAMIENTO CENTRO CULTURAL SAN CRIST‡BAL;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;2514,00;0,00;2514,00;0,64;0,00;2513,36;2513,36;2513,36;0,00;2513,36
;;001;217;33401;62599;2017/000004;2017/000004;EQUIPAMIENTO CENTRO CULTURAL BOHEMIOS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;5581,00;0,00;5581,00;0,83;0,00;5580,17;5580,17;5580,17;0,00;5580,17
;;001;217;33401;62599;2017/000005;2017/000005;EQUIPAMIENTO CENTRO CULTURAL LOS ROSALES;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;10984,00;0,00;10984,00;0,38;0,00;10983,62;10983,62;10983,62;0,00;10983,62
;;001;217;33401;62599;2017/000007;2017/000007;EQUIPAMIENTO CENTRO CULTURAL µGATA;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;4212,00;0,00;4212,00;0,64;0,00;4211,36;4211,36;4211,36;0,00;4211,36
;;001;217;33401;62599;2017/000008;2017/000008;EQUIPAMIENTO CENTRO CULTURAL SANTA PETRONILA;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;8306,00;0,00;8306,00;0,08;0,00;8305,92;8305,92;8305,92;0,00;8305,92
;;001;217;33401;63200;2017/007302;2017/007302;ESPACIO JUVENTUD EN CENTRO SOCIOCULTURAL MARCONI. OBRAS REFORMA AULA JOVEN (ID: 4230);217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;34368,00;0,00;34368,00;0,10;0,00;34367,90;34367,90;34367,90;0,00;34367,90
;;001;217;34201;60999;2018/008029;2018/008029;DEPORTIVO BµSICO µMBITO APE 17.02 PARQUE CENTRAL DE INGENIEROS. CONSTRUCCI‡N (ID: 1040);217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;75000,00;0,00;75000,00;75000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34201;62599;2017/000014;2017/000014;EQUIPAMIENTO CENTRO DEPORTIVO PLATA Y CASTA•AR;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;3401,00;0,00;3401,00;0,26;0,00;3400,74;3400,74;3400,74;0,00;3400,74
;;001;217;34201;62599;2017/000016;2017/000016;EQUIPAMIENTO CENTRO DEPORTIVO RAÈL GONZµLEZ;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;2483,00;0,00;2483,00;0,91;0,00;2482,09;2482,09;2482,09;0,00;2482,09
;;001;217;34201;62599;2017/000025;2017/000025;EQUIPAMIENTO CENTRO DEPORTIVO EL ESPINILLO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5102,00;0,00;5102,00;0,89;0,00;5101,11;5101,11;5101,11;0,00;5101,11
;;001;217;34201;63200;2016/000136;2016/000136;CAMPO DE FÈTBOL SAN CRIST‡BAL. REHABILITACI‡N, ACONDICIONAMIENTO Y MEJORA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;1025480,00;30453,68;1055933,68;0,77;0,00;1055932,91;1055932,91;996988,66;0,00;996988,66
;;001;217;34201;63200;2017/001212;2017/001212;DEPORTIVO BµSICO SAN CRIST‡BAL DE LOS µNGELES III (FRONTONES). OBRAS DE REFORMA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;9684,69;9684,69;0,00;0,00;9684,69;9684,69;9684,69;0,00;9684,69
;;001;217;34201;63200;2017/001349;2017/001349;CENTRO DEPORTIVO PLATA Y CASTA•AR. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;10624,00;0,00;10624,00;0,45;0,00;10623,55;10623,55;10623,55;0,00;10623,55
;;001;217;34201;63200;2017/007165;2017/007165;ROC‡DROMO EN EL DISTRITO DE VILLAVERDE. ADPTACI‡N EN EQUIPAMIENTO DEPORTIVO (ID: 3752);217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;86959,00;0,00;86959,00;0,24;0,00;86958,76;86958,76;86958,76;0,00;86958,76
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2017/001212;2017/001212;DEPORTIVO BµSICO SAN CRIST‡BAL DE LOS µNGELES III (FRONTONES). OBRAS DE REFORMA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;9685,00;0,00;9685,00;9685,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2018/001130;2018/001130;DEPORTIVO BµSICO SAN CRIST‡BAL DE LOS µNGELES II. MEJORA PISTAS PATIN‡DROMO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;20000,00;20000,00;9,28;0,00;19990,72;19990,72;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2018/001131;2018/001131;DEPORTIVO BµSICO SAN CRIST‡BAL DE LOS µNGELES. OBRAS DE MEJORA PISTAS;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;20000,00;20000,00;3,47;0,00;19996,53;19996,53;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2018/001132;2018/001132;DEPORTIVO BµSICO SAN AURELIANO. OBRAS DE MEJORA PISTA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;10000,00;10000,00;0,97;0,00;9999,03;9999,03;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2018/001133;2018/001133;DEPORTIVO BµSICO SANTA PETRONILA. MEJORA ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;50000,00;50000,00;14,10;0,00;49985,90;49985,90;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;93302;63200;2018/001127;2018/001127;EDIFICIO C/ GODELLA, 104. MEJORA ACCESIBILIDAD;217;VILLAVERDE;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;100000,00;100000,00;77,06;0,00;99922,94;99922,94;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;93302;63200;2018/001128;2018/001128;CENTRO SOCIAL Y DE MAYORES VILLALONSO. ACONDICIONAMIENTO PATIO Y FACHADA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;30000,00;30000,00;0,72;0,00;29999,28;29999,28;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004442;2017/004442;IFS - CENTRO DEPORTIVO RAÈL GONZALEZ.ADECUACI‡N INSTALACIONES DE CLIMATIZACI‡N Y VENTILACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;11733,96;11733,96;0,00;0,00;11733,96;11733,96;11733,96;0,00;11733,96
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004445;2017/004445;IFS - DEPORTIVO BµSICO SAN CRISTOBAL DE LOS µNGELES. EFICIENCIA ENERGêTICA ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;9907,21;9907,21;0,00;0,00;9907,21;9907,21;9907,21;0,00;9907,21
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004446;2017/004446;IFS - DEPORTIVO BµSICO SAN LUCIANO. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8809,56;8809,56;0,00;0,00;8809,56;8809,56;8809,56;0,00;8809,56
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004448;2017/004448;IFS - CENTRO DEPORTIVO PLATA Y CASTA•AR. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;84590,36;84590,36;0,00;0,00;84590,36;84590,36;81863,38;0,00;81863,38
